Date,Price,Interest_Rate,Inflation,GDP_Growth,VIX,DXY
2015-01-02,24.32043076,2.12,-0.22993097820542818,5.034330677673982,17.79,91.08000183105469
2015-01-05,23.63528633,2.04,-0.22993097820542818,5.034330677673982,19.92,91.37999725341797
2015-01-06,23.63751411,1.97,-0.22993097820542818,5.034330677673982,21.12,91.5
2015-01-07,23.96896553,1.96,-0.22993097820542818,5.034330677673982,19.31,91.88999938964844
2015-01-08,24.88990593,2.03,-0.22993097820542818,5.034330677673982,17.01,92.37000274658203
2015-01-09,24.91660118,1.98,-0.22993097820542818,5.034330677673982,17.55,91.94000244140625
2015-01-12,24.30263138,1.92,-0.22993097820542818,5.034330677673982,19.6,91.9800033569336
2015-01-13,24.51840973,1.91,-0.22993097820542818,5.034330677673982,20.56,92.30999755859375
2015-01-14,24.42498589,1.86,-0.22993097820542818,5.034330677673982,21.48,92.16000366210938
2015-01-15,23.76207733,1.77,-0.22993097820542818,5.034330677673982,22.39,92.3499984741211
2015-01-16,23.5774498,1.83,-0.22993097820542818,5.034330677673982,20.95,92.5199966430664
2015-01-20,24.18473625,1.82,-0.22993097820542818,5.034330677673982,19.89,93.05000305175781
2015-01-21,24.36936951,1.87,-0.22993097820542818,5.034330677673982,18.85,92.9000015258789
2015-01-22,25.00335121,1.9,-0.22993097820542818,5.034330677673982,16.4,94.23999786376953
2015-01-23,25.1323719,1.81,-0.22993097820542818,5.034330677673982,16.66,95.0
2015-01-26,25.15906143,1.83,-0.22993097820542818,5.034330677673982,15.52,94.80000305175781
2015-01-27,24.27816582,1.83,-0.22993097820542818,5.034330677673982,17.22,94.0199966430664
2015-01-28,25.65068626,1.73,-0.22993097820542818,5.034330677673982,20.44,94.47000122070312
2015-01-29,26.44927979,1.77,-0.22993097820542818,5.034330677673982,18.76,94.77999877929688
2015-01-30,26.06221581,1.68,-0.22993097820542818,5.034330677673982,20.97,94.80000305175781
2015-02-02,26.38921165,1.68,-0.08703146293520536,5.034330677673982,19.43,94.5
2015-02-03,26.3936615,1.79,-0.08703146293520536,5.034330677673982,17.33,93.5999984741211
2015-02-04,26.59609795,1.81,-0.08703146293520536,5.034330677673982,18.33,93.98999786376953
2015-02-05,26.785923,1.83,-0.08703146293520536,5.034330677673982,16.85,94.69999694824219
2015-02-06,26.56035995,1.95,-0.08703146293520536,5.034330677673982,17.29,94.69999694824219
2015-02-09,26.73679543,1.96,-0.08703146293520536,5.034330677673982,18.55,94.44999694824219
2015-02-10,27.2504425,2.01,-0.08703146293520536,5.034330677673982,17.23,94.76000213623047
2015-02-11,27.88916016,2.0,-0.08703146293520536,5.034330677673982,16.96,94.98999786376953
2015-02-12,28.24201393,1.99,-0.08703146293520536,5.034330677673982,15.34,94.08999633789062
2015-02-13,28.38048744,2.02,-0.08703146293520536,5.034330677673982,14.69,94.19999694824219
2015-02-17,28.54798126,2.14,-0.08703146293520536,5.034330677673982,15.8,94.05999755859375
2015-02-18,28.74674988,2.07,-0.08703146293520536,5.034330677673982,15.45,94.19999694824219
2015-02-19,28.6864357,2.11,-0.08703146293520536,5.034330677673982,15.29,94.4000015258789
2015-02-20,28.92093849,2.13,-0.08703146293520536,5.034330677673982,14.3,94.25
2015-02-23,29.70258141,2.06,-0.08703146293520536,5.034330677673982,14.56,94.56999969482422
2015-02-24,29.51722908,1.99,-0.08703146293520536,5.034330677673982,13.69,94.48999786376953
2015-02-25,28.76237488,1.96,-0.08703146293520536,5.034330677673982,13.84,94.20999908447266
2015-02-26,29.12639618,2.03,-0.08703146293520536,5.034330677673982,13.91,95.29000091552734
2015-02-27,28.68867302,2.0,-0.08703146293520536,5.034330677673982,13.34,95.25
